nombre_producto,fecha,semana,categoria,tienda,comuna,region,motivo,subtipo,area_responsable,unidades_merma,costo_unitario,valor_total_merma
GOMITAS DE GUAGUITA AMBROSOLI 80 GR,2016-12-10,49,CONFITES REGULARES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,454,454
GOMITAS DE GUAGUITA AMBROSOLI 80 GR,2016-12-24,51,CONFITES REGULARES,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
JAMON SANDWICH TIL,2016-12-05,49,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,1491,1059
JAMON SANDWICH TIL,2016-12-16,50,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,420,84
JAMON SANDWICH TIL,2016-12-24,51,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,42,1
JAMON SANDWICH TIL,2016-12-02,48,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1449,1000
JAMON SANDWICH TIL,2016-12-03,48,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1922,1759
JAMON SANDWICH TIL,2016-12-04,48,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,399,76
JAMON SANDWICH TIL,2016-12-06,49,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,850,344
JAMON SANDWICH TIL,2016-12-09,49,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,221,23
JAMON SANDWICH TIL,2016-12-10,49,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1386,915
JAMON SANDWICH TIL,2016-12-11,49,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,388,72
JAMON SANDWICH TIL,2016-12-12,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,347,57
JAMON SANDWICH TIL,2016-12-13,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,473,106
JAMON SANDWICH TIL,2016-12-15,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1207,694
JAMON SANDWICH TIL,2016-12-17,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,756,272
JAMON SANDWICH TIL,2016-12-18,50,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,556,147
JAMON SANDWICH TIL,2016-12-19,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,735,257
JAMON SANDWICH TIL,2016-12-22,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,766,280
JAMON SANDWICH TIL,2016-12-24,51,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,304,44
JAMON SANDWICH TIL,2016-12-26,52,CECINAS GRANEL,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,0,651,202
LIMP P.FLOT EXCELL LAVANDA 900CC,2016-12-15,50,CERAS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1728,1728
PASTA DENTAL NEUTRAZUCAR COLGATE 180 GR,2016-12-12,50,PASTA DENTAL,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,1244,1244
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-22,51,SALSAS DE TOMATES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,270,270
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-23,51,SALSAS DE TOMATES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,270,270
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-12,50,SALSAS DE TOMATES,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,272,272
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-02,48,SALSAS DE TOMATES,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,6,1630,9780
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-03,48,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,7,1901,13307
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-04,48,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,272,272
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-05,49,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,4,1086,4344
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-09,49,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,272,272
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-11,49,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,272,272
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-13,50,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,9,2444,21996
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-16,50,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,2,543,1086
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-19,51,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,272,272
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-22,51,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,2,543,1086
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-23,51,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,2,543,1086
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-06,49,SALSAS DE TOMATES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,270,270
SALSA TOMATE ITALIANA DOÑA CLARA 200 GR,2016-12-08,49,SALSAS DE TOMATES,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,5,1340,6700
LENTEJAS 6 MM PRODUCTOS DIAZ 500 GR,2016-12-08,49,LEGUMBRES,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,895,895
LENTEJAS 6 MM PRODUCTOS DIAZ 500 GR,2016-12-23,51,LEGUMBRES,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,895,895
LENTEJAS 6 MM PRODUCTOS DIAZ 500 GR,2016-12-10,49,LEGUMBRES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,895,895
LENTEJAS 6 MM PRODUCTOS DIAZ 500 GR,2016-12-25,51,LEGUMBRES,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,895,895
"CARBON MIX ARRIERO 2,5 KG",2016-12-09,49,CARBON,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,1220,1220
"CARBON MIX ARRIERO 2,5 KG",2016-12-11,49,CARBON,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,3,3660,10980
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-04,48,POSTRES FRESCOS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,371,371
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-11,49,POSTRES FRESCOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,2,742,1484
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-12,50,POSTRES FRESCOS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,371,371
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-02,48,POSTRES FRESCOS,ANGOL,ANGOL,IX,Vencimiento,Caducidad,Bodega,1,371,371
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-15,50,POSTRES FRESCOS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,371,371
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-25,51,POSTRES FRESCOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,371,371
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-26,52,POSTRES FRESCOS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,371,371
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-03,48,POSTRES FRESCOS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,371,371
"CHANDELLE NESTLE 130GR., LUCUMA",2016-12-17,50,POSTRES FRESCOS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,5,1855,9275
PAPAS FRITAS AMERICANAS LAYS 250 GR,2016-12-02,48,PAPAS FRITAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,1009,1009
PAPAS FRITAS AMERICANAS LAYS 250 GR,2016-12-10,49,PAPAS FRITAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,2,2018,4036
POSTA PALETA VACUNO KG,2016-12-02,48,VACUNO ENVASADO,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,6,18616,117188
POSTA PALETA VACUNO KG,2016-12-02,48,VACUNO ENVASADO,ANGOL,ANGOL,IX,Proveedor,Mal estado,Bodega,6,18616,117188
POSTA PALETA VACUNO KG,2016-12-04,48,VACUNO ENVASADO,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,8,23407,185266
"JALEA NESTLE 110GR, GUINDA",2016-12-11,49,POSTRES FRESCOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,3,594,1782
"JALEA NESTLE 110GR, GUINDA",2016-12-15,50,POSTRES FRESCOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-16,50,POSTRES FRESCOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-19,51,POSTRES FRESCOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-10,49,POSTRES FRESCOS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-25,51,POSTRES FRESCOS,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-16,50,POSTRES FRESCOS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-23,51,POSTRES FRESCOS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,2,396,792
"JALEA NESTLE 110GR, GUINDA",2016-12-05,49,POSTRES FRESCOS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-15,50,POSTRES FRESCOS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-22,51,POSTRES FRESCOS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,198,198
"JALEA NESTLE 110GR, GUINDA",2016-12-23,51,POSTRES FRESCOS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,198,198
CERVEZA SAN JORGE 1 KILO.,2016-12-03,48,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,461,67
CERVEZA SAN JORGE 1 KILO.,2016-12-26,52,CECINAS GRANEL,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,0,51,1
CERVEZA SAN JORGE 1 KILO.,2016-12-06,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,511,82
CERVEZA SAN JORGE 1 KILO.,2016-12-08,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,511,82
CERVEZA SAN JORGE 1 KILO.,2016-12-09,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,460,67
CERVEZA SAN JORGE 1 KILO.,2016-12-02,48,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,676,144
CERVEZA SAN JORGE 1 KILO.,2016-12-11,49,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,511,82
CERVEZA SAN JORGE 1 KILO.,2016-12-12,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,213,14
CERVEZA SAN JORGE 1 KILO.,2016-12-13,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,149,7
CERVEZA SAN JORGE 1 KILO.,2016-12-14,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,0,495,77
CERVEZA SAN JORGE 1 KILO.,2016-12-16,50,CECINAS GRANEL,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,4196,5547
CERVEZA SAN JORGE 1 KILO.,2016-12-02,48,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,140,6
CERVEZA SAN JORGE 1 KILO.,2016-12-04,48,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,222,16
CERVEZA SAN JORGE 1 KILO.,2016-12-08,49,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,44,1
CERVEZA SAN JORGE 1 KILO.,2016-12-09,49,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,165,9
CERVEZA SAN JORGE 1 KILO.,2016-12-16,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,165,9
CERVEZA SAN JORGE 1 KILO.,2016-12-18,50,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,362,41
CERVEZA SAN JORGE 1 KILO.,2016-12-19,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,479,72
CERVEZA SAN JORGE 1 KILO.,2016-12-22,51,CECINAS GRANEL,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,0,225,16
ESCALOPA POLLO IQF ARIZTIA 650 GR,2016-12-05,49,POLLO ENVASADO,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,3,4740,14220
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-02,48,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-09,49,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-05,49,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-24,51,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-10,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-13,50,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-16,50,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,846,846
SPAGHETTI Nº5 CAROZZI 1 KG,2016-12-23,51,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,2,1693,3386
SALSA TOMATE ITALIANA MALLOA 200 GR,2016-12-12,50,SALSAS DE TOMATES,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,6,1896,11376
SALSA TOMATE ITALIANA MALLOA 200 GR,2016-12-19,51,SALSAS DE TOMATES,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,315,315
SALSA TOMATE ITALIANA MALLOA 200 GR,2016-12-08,49,SALSAS DE TOMATES,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,10,3138,31380
SALSA TOMATE ITALIANA MALLOA 200 GR,2016-12-19,51,SALSAS DE TOMATES,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,314,314
CODOS PARMA 400 GR,2016-12-15,50,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,331,331
CODOS PARMA 400 GR,2016-12-16,50,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,331,331
CODOS PARMA 400 GR,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,1,331,331
LECHE ASADA SOPROLE 120 GR,2016-12-04,48,POSTRES FRESCOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,4,1227,4908
LECHE ASADA SOPROLE 120 GR,2016-12-25,51,POSTRES FRESCOS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,307,307
LECHE ASADA SOPROLE 120 GR,2016-12-05,49,POSTRES FRESCOS,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,1,307,307
LECHE ASADA SOPROLE 120 GR,2016-12-11,49,POSTRES FRESCOS,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,2,614,1228
LECHE ASADA SOPROLE 120 GR,2016-12-13,50,POSTRES FRESCOS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,307,307
LECHE ASADA SOPROLE 120 GR,2016-12-17,50,POSTRES FRESCOS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,3,921,2763
LECHE ASADA SOPROLE 120 GR,2016-12-08,49,POSTRES FRESCOS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,307,307
LECHE ASADA SOPROLE 120 GR,2016-12-26,52,POSTRES FRESCOS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,307,307
LECHE ASADA SOPROLE 120 GR,2016-12-02,48,POSTRES FRESCOS,TEMUCO V,TEMUCO,IX,Vencimiento,Caducidad,Bodega,1,307,307
MAGDALENAS TRES LECHES BUENAS MIGAS 9UN,2016-12-18,50,PASTELES ENVASADOS,TEMUCO V,TEMUCO,IX,Vencimiento,Caducidad,Bodega,1,1012,1012
JUREL AL NATURAL COLORADO 425GR,2016-12-17,50,CONSERVAS DE PESCADOS,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,1,870,870
JUREL AL NATURAL COLORADO 425GR,2016-12-03,48,CONSERVAS DE PESCADOS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,867,867
JUREL AL NATURAL COLORADO 425GR,2016-12-10,49,CONSERVAS DE PESCADOS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,867,867
JUREL AL NATURAL COLORADO 425GR,2016-12-11,49,CONSERVAS DE PESCADOS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,2,1735,3470
JUREL AL NATURAL COLORADO 425GR,2016-12-15,50,CONSERVAS DE PESCADOS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,867,867
JUREL AL NATURAL COLORADO 425GR,2016-12-03,48,CONSERVAS DE PESCADOS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,864,864
JUREL AL NATURAL COLORADO 425GR,2016-12-16,50,CONSERVAS DE PESCADOS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,866,866
JUREL AL NATURAL COLORADO 425GR,2016-12-06,49,CONSERVAS DE PESCADOS,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,2,1729,3458
PAPAS FRITAS LISAS MERKAT 320G,2016-12-04,48,PAPAS FRITAS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,655,655
PAPAS FRITAS LISAS MERKAT 320G,2016-12-11,49,PAPAS FRITAS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,2,1311,2622
PAPAS FRITAS LISAS MERKAT 320G,2016-12-15,50,PAPAS FRITAS,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,1,655,655
PAPAS FRITAS LISAS MERKAT 320G,2016-12-15,50,PAPAS FRITAS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,655,655
PAPAS FRITAS LISAS MERKAT 320G,2016-12-25,51,PAPAS FRITAS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,655,655
PAPAS FRITAS LISAS MERKAT 320G,2016-12-11,49,PAPAS FRITAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,655,655
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-15,50,YOGHURT,ANGOL,ANGOL,IX,Interno,Manipulacion,Bodega,4,522,2088
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-25,51,YOGHURT,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,129,129
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-04,48,YOGHURT,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,138,138
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-02,48,YOGHURT,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,2,277,554
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-17,50,YOGHURT,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,8,1019,8152
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-26,52,YOGHURT,TEMUCO III,TEMUCO,IX,Interno,Manipulacion,Bodega,5,639,3195
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-23,51,YOGHURT,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,127,127
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-25,51,YOGHURT,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,127,127
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-05,49,YOGHURT,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,7,972,6804
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-13,50,YOGHURT,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,3,379,1137
"YOGHURT BATIDO SOPROLE 120 GR., VAINILLA",2016-12-23,51,YOGHURT,TEMUCO V,TEMUCO,IX,Interno,Manipulacion,Bodega,3,381,1143
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-05,49,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-09,49,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-12,50,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-15,50,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-16,50,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-18,50,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-19,51,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-20,51,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,159,159
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-03,48,GALLETAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,4,641,2564
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-10,49,GALLETAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,320,640
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-17,50,GALLETAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-23,51,GALLETAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-25,51,GALLETAS,TEMUCO II,TEMUCO,IX,Interno,Manipulacion,Bodega,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-03,48,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-06,49,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-08,49,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-15,50,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,320,640
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-16,50,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-22,51,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-23,51,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-05,49,GALLETAS,TEMUCO IV,TEMUCO,IX,Interno,Manipulacion,Bodega,1,160,160
GALLETA MOROCHA MINI GALLETA MCKAY 50 GR,2016-12-06,49,GALLETAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,160,160
